Time,Agent,X,Y,Altitude_m,Heading_deg,Speed_mps,Missiles,Status
426.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
426.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
427.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
427.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
427.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
427.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
428.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
428.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
428.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
428.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
429.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
429.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
429.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
429.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
430.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
430.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
430.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
430.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
431.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
431.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
431.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
431.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
432.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
432.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
432.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
432.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
433.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
433.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
433.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
433.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
434.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
434.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
434.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
434.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
435.0,A0100,13358399.999999998,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
435.0,A0200,13359513.200000003,6679199.999999999,6095.999999998865,360.0,243.84,2,ALIVE
435.0,B0100,13358399.999999998,6768256.0,6095.999999998865,180.0,243.83999999999986,2,ALIVE
435.0,B0200,13359513.200000003,6768256.0,6095.999999998865,180.0,243.84,2,ALIVE
