Time_s,Agent_ID,X_m,Y_m,Z_m,Velocity_m_s,Heading_deg,Altitude_m,Status
8.8,A0100,-41302.55158659353,1.6953770413638267,5674.917734097062,380.7828596230157,359.7973844987367,5808.410995323327,ALIVE
8.8,A0200,-41334.8442654115,563.2622442836109,5680.8772534388445,373.663968083058,0.03749964404285398,5814.604002477837,ALIVE
8.8,B0100,41513.015412892506,-0.8759430444169993,5402.868299075009,348.7527988834333,179.98031201477914,5537.726180409032,ALIVE
8.8,B0200,41479.19537759354,543.4283114774935,6166.791639561618,338.96293657790216,180.0801531582646,6301.43685497143,ALIVE
9.0,A0100,-41227.284577818,1.9362884057009069,5662.839141512199,381.4699760897723,359.76874003547636,5795.8465596920105,ALIVE
9.0,A0200,-41261.042075349986,563.5517407790758,5668.796150503327,374.14619053802403,0.016179731754492235,5802.046161606592,ALIVE
9.0,B0100,41448.41668053514,-0.8863047031172755,5376.331485156024,348.8765889903773,179.97693592075643,5510.77055287158,ALIVE
9.0,B0200,41412.08569101974,543.3240070146439,6176.115635706263,338.5691024124233,180.08372596981036,6310.3253938929765,ALIVE
9.200000000000001,A0100,-41151.91671714447,2.2984282678480668,5650.486298843833,382.14669500674967,0.015790280550215717,5783.0081149592315,ALIVE
9.200000000000001,A0200,-41187.17315839002,563.8598479462344,5656.5093652987925,374.64831705392237,359.99458258540824,5789.283064912507,ALIVE
9.200000000000001,B0100,41384.13118533665,-0.8938375778961927,5348.976186498505,349.01853722499754,179.97338339638924,5482.999136138025,ALIVE
9.200000000000001,B0200,41345.078295167434,543.2152022263017,6185.601909732024,338.1753342395807,180.08740559580815,6319.377574720082,ALIVE
9.4,A0100,-41076.465942023286,2.7154808107698045,5637.803922053992,382.78380804389826,0.49192688893764425,5769.840497041199,ALIVE
9.4,A0200,-41113.238896956,564.2320016348349,5643.9755473105215,375.17763044802916,0.03187935381251387,5776.27337790801,ALIVE
9.4,B0100,41320.132278016434,-0.8988102954062924,5320.85970054083,349.480374253318,179.97752568386505,5454.469044526273,ALIVE
9.4,B0200,41278.173407241746,543.1017733213648,6195.2488977938065,337.7816486365398,180.0911948554716,6328.591831847227,ALIVE
9.600000000000001,A0100,-41000.93882231715,3.1380661401199177,5624.825144419221,383.4051673786494,0.9015540061763493,5756.376883546919,ALIVE
9.600000000000001,A0200,-41039.242135533874,564.6570608077782,5631.136372704064,375.7405837278292,0.19787202226216216,5762.958797479436,ALIVE
9.600000000000001,B0100,41256.271488019614,-0.9032576893259829,5292.274972872223,349.97628873102485,179.98266663952032,5425.472250129962,ALIVE
9.600000000000001,B0200,41211.37123075432,542.9835934698731,6205.055034896741,337.38806187843295,180.09509665040073,6337.966598415336,ALIVE
9.8,A0100,-40925.33860572989,3.592850388788065,5611.576990678766,384.02700993135556,0.9776733300578903,5742.644322116858,ALIVE
9.8,A0200,-40965.18376702246,565.0811238588212,5617.972778679905,376.29490046435166,0.49397419224304734,5749.320264297778,ALIVE
9.8,B0100,41192.462716197115,-0.9084010735004995,5263.392977172989,350.2317528656402,179.97706919778392,5396.179163784233,ALIVE
9.8,B0200,41144.67195563748,542.860532713179,6215.018755044481,336.9945899451289,180.09911396705226,6347.500306482098,ALIVE
10.0,A0100,-40849.67369622312,4.1016727251517295,5598.013166037208,384.66389958881484,0.7401208183000364,5728.596575192446,ALIVE
10.0,A0200,-40891.06453905583,565.4595387437985,5604.524859857402,376.8276120328822,0.8188866737311444,5735.397875074143,ALIVE
10.0,B0100,41128.813865976976,-0.912570596603473,5234.005683156436,350.3845145123565,179.96972402253076,5366.382452489028,ALIVE
