Time_s,Agent_ID,Missile_Type,Remaining_Count,Launched,Side,Data_Type,Missile_ID,Launcher_ID,Type,Status,X_m,Y_m,Z_m,Velocity_m_s,Target_ID,Distance_to_Target_km
116.4,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,4993.155173894336,203.7803720451211,7055.286024094558,744.5769003469528,A0200,21.64206415443139
116.60000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,4847.645122822107,166.9866487538109,7058.536983647762,757.7596074291971,A0200,21.49663492597333
116.80000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,4699.476040697828,129.9841556432453,7061.801767422684,770.8645034435414,A0200,21.349390201682137
117.0,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,4548.663225592121,92.78156126694108,7065.080422735459,783.890801207917,A0200,21.20032827800525
117.2,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,4395.22213025374,55.38744982275432,7068.372992956527,796.8377370495666,A0200,21.049445631321525
117.4,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,4239.168357415373,17.810326706496838,7071.679513190466,809.7045706164951,A0200,20.896737910304616
117.60000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,4080.51765511844,-19.94137606661787,7075.000006221389,822.4905845039635,A0200,20.74220043104917
117.80000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,3919.2859120647804,-57.85929516364004,7078.3344790296105,835.1950874007222,A0200,20.585864027865313
118.0,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,3755.4891525943463,-95.93513613373646,7081.682922042098,847.8174226039733,A0200,20.4277527502185
118.2,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,3589.1435313964007,-134.16067307323144,7085.045307799092,860.3569588860798,A0200,20.26786891536016
118.4,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,3420.2653287087055,-172.52774452838563,7088.421587290007,872.8130879888231,A0200,20.106214159323546
118.60000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,3248.8709456181914,-211.0282493222715,7091.811686084907,885.1852245663091,A0200,19.942773481523954
118.80000000000001,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,3074.976899365139,-249.65414298458083,7095.215501265299,897.4728075860601,A0200,19.777482211734508
119.0,,,,,,Trajectory,B2001,B0200,R-27ER,ACTIVE,2898.59981857018,-288.3974348944098,7098.6329017749395,909.6753007074383,A0200,19.61029030944918
